Loyalty Number,Country,Province,City,Postal Code,Gender,Education,Salary,Marital Status,Loyalty Card,CLV,Enrollment Type,Enrollment Year,Enrollment Month,Cancellation Year,Cancellation Month
480021,Canada,Nova Scotia,Halifax,B3C 2M8,Female,High School or Below,150736,Married,Nova,7028.94,Standard,2016,4,2019,3
953341,Canada,Quebec,Quebec City,G1B 3L5,Male,High School or Below,140135,Married,Nova,7028.94,Standard,2013,2,2019,9
682840,Canada,New Brunswick,Fredericton,E3B 2H2,Male,Bachelor,84927,Married,Nova,7034.35,Standard,2015,12,2020,1
733434,Canada,Alberta,Edmonton,T9G 1W3,Male,Bachelor,117477,Married,Nova,7039.26,Standard,2015,9,2019,12
446662,Canada,British Columbia,Victoria,V10 6T5,Female,College,71053,Married,Nova,7046.48,Standard,2018,11,2018,5
863809,Canada,Quebec,Hull,J8Y 3Z5,Female,Doctor,89047,Married,Nova,7048.54,Standard,2018,1,2020,1
190256,Canada,British Columbia,Victoria,V10 6T5,Female,Bachelor,51931,Divorced,Nova,7053.3,Standard,2012,6,2020,5
411272,Canada,Ontario,Toronto,P5S 6R4,Female,College,105229,Single,Nova,7055.96,Standard,2018,10,2016,8
749566,Canada,Ontario,Toronto,M8Y 4K8,Male,Bachelor,82534,Married,Aurora,5317.81,2018 Promotion,2018,4,2019,4
388624,Canada,Quebec,Montreal,H2T 2J6,Male,Bachelor,126630,Married,Nova,7057.89,Standard,2017,5,2016,10
712132,Canada,Quebec,Montreal,H2T 2J6,Female,Bachelor,53913,Married,Nova,7069.74,Standard,2015,7,2019,11
367511,Canada,British Columbia,Victoria,V10 6T5,Female,Bachelor,51682,Married,Nova,7074.4,Standard,2016,3,2018,8
771667,Canada,Quebec,Montreal,H2T 2J6,Male,Bachelor,101631,Married,Nova,7078.95,Standard,2014,4,2020,4
333595,Canada,Ontario,Ottawa,K1G 4Z0,Female,Bachelor,146514,Married,Nova,7079.17,Standard,2014,7,2018,7
891647,Canada,British Columbia,Vancouver,V5R 1W3,Male,Doctor,134221,Married,Nova,7079.79,Standard,2015,12,2019,9
483623,Canada,Ontario,Toronto,M2M 7K8,Female,Bachelor,98990,Divorced,Nova,7082.83,Standard,2015,1,2017,2
313477,Canada,Alberta,Edmonton,T9G 1W3,Male,Bachelor,128690,Married,Nova,7083.21,Standard,2013,7,2017,8
399666,Canada,British Columbia,Vancouver,V6E 3D9,Female,College,112024,Single,Nova,7086.18,Standard,2017,10,2016,6
813439,Canada,British Columbia,Victoria,V10 6T5,Female,Bachelor,140240,Divorced,Nova,7090.47,Standard,2014,3,2020,11
295533,Canada,New Brunswick,Fredericton,E3B 2H2,Female,College,59719,Single,Nova,7091.74,Standard,2013,8,2020,2
829162,Canada,Quebec,Montreal,H4G 3T4,Male,College,134239,Single,Nova,7091.74,Standard,2014,1,2017,6
477598,Canada,Quebec,Montreal,H2T 2J6,Female,Bachelor,52176,Married,Nova,7092.64,Standard,2016,12,2020,10
123773,Canada,Quebec,Montreal,H2T 9K8,Male,Bachelor,94629,Married,Nova,7094.16,Standard,2012,11,2016,8
729542,Canada,Ontario,Trenton,K8V 4B2,Male,Bachelor,50031,Married,Nova,7096.6,Standard,2015,9,2019,10
352582,Canada,Ontario,Toronto,P1J 8T7,Male,Bachelor,51127,Married,Aurora,5469.54,2018 Promotion,2018,4,2017,9
513778,Canada,Ontario,Toronto,P5S 6R4,Female,Bachelor,74751,Married,Nova,7098.02,Standard,2015,10,2018,3
324662,Canada,Ontario,Toronto,M2M 7K8,Female,College,153061,Single,Nova,7098.91,Standard,2014,5,2017,9
394248,Canada,Ontario,Toronto,M2Z 4K1,Male,College,126116,Married,Nova,7107.66,Standard,2012,12,2019,2
640555,Canada,British Columbia,Victoria,V10 6T5,Female,Bachelor,96911,Married,Nova,7109.34,Standard,2012,10,2019,2
286370,Canada,Manitoba,Winnipeg,R2C 0M5,Male,College,59498,Single,Nova,7116.55,Standard,2014,2,2016,8
902298,Canada,Quebec,Montreal,H2Y 4R4,Female,College,81819,Single,Nova,7116.55,Standard,2014,11,2019,9
655480,Canada,British Columbia,Whistler,V6T 1Y8,Male,College,71707,Married,Nova,7121.08,Standard,2016,10,2017,6
975944,Canada,British Columbia,Vancouver,V6E 3Z3,Male,Bachelor,95773,Married,Nova,7123.08,Standard,2013,4,2020,3
500115,Canada,British Columbia,Vancouver,V6E 3Z3,Female,Bachelor,142417,Married,Nova,7124.2,Standard,2018,6,2016,9
724139,Canada,Ontario,Trenton,K8V 4B2,Male,Bachelor,55454,Divorced,Nova,7126.47,Standard,2014,12,2020,1
983713,Canada,Alberta,Edmonton,T3G 6Y6,Female,High School or Below,80287,Married,Nova,7126.6,Standard,2012,7,2017,10
918984,Canada,Ontario,Toronto,P1J 8T7,Female,Doctor,144337,Single,Nova,7130.29,Standard,2016,5,2020,1
989478,Canada,Ontario,Ottawa,K1G 4Z0,Male,College,150553,Single,Nova,7131.73,Standard,2016,10,2018,3
372737,Canada,Ontario,Toronto,M2P 4F6,Male,High School or Below,73210,Married,Aurora,5498.94,2018 Promotion,2018,4,2018,3
837327,Canada,Quebec,Montreal,H4G 3T4,Female,Bachelor,130549,Divorced,Nova,7145.3,Standard,2014,3,2018,10
861558,Canada,New Brunswick,Fredericton,E3B 2H2,Female,Bachelor,83963,Divorced,Nova,7145.3,Standard,2014,10,2016,11
487901,Canada,New Brunswick,Fredericton,E3B 2H2,Male,Bachelor,85542,Married,Nova,7147.62,Standard,2013,12,2018,10
579684,Canada,Quebec,Montreal,H4G 3T4,Male,Bachelor,54045,Married,Nova,7147.62,Standard,2015,10,2018,11
142545,Canada,Nova Scotia,Halifax,B3J 9S2,Female,Bachelor,128785,Married,Nova,7148.33,Standard,2013,4,2016,4
141181,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,95182,Single,Nova,7150.23,Standard,2015,11,2020,4
336127,Canada,Ontario,Toronto,P2T 6G3,Male,Bachelor,85799,Single,Nova,7150.23,Standard,2014,4,2017,4
796990,Canada,New Brunswick,Moncton,E1A 2A7,Male,Bachelor,62042,Married,Nova,7153.67,Standard,2017,7,2016,6
513125,Canada,Quebec,Quebec City,G1B 3L5,Female,Bachelor,70204,Married,Nova,7154.09,Standard,2014,9,2020,2
907015,Canada,Newfoundland,St. John's,A1C 6H9,Female,Bachelor,104028,Married,Nova,7154.09,Standard,2018,5,2018,1
923336,Canada,Ontario,Toronto,P1W 1K4,Male,Doctor,144333,Married,Nova,7155.34,Standard,2015,1,2016,8
915243,Canada,Ontario,Toronto,P1W 1K4,Female,Bachelor,145972,Divorced,Nova,7155.47,Standard,2017,6,2018,12
434657,Canada,Quebec,Tremblant,H5Y 2S9,Male,Bachelor,130933,Married,Nova,7163.8,Standard,2016,4,2019,6
142749,Canada,Ontario,Toronto,M1R 4K3,Male,Bachelor,47410,Divorced,Nova,7164.4,Standard,2012,12,2016,8
102168,Canada,Ontario,Toronto,P5S 6R4,Female,Bachelor,80855,Divorced,Nova,7166.34,Standard,2018,1,2016,12
242839,Canada,British Columbia,Dawson Creek,U5I 4F1,Female,Bachelor,49306,Single,Nova,7173.91,Standard,2012,7,2017,11
258408,Canada,Ontario,Trenton,K8V 4B2,Male,Bachelor,117620,Divorced,Aurora,5548.03,2018 Promotion,2018,4,2016,7
775678,Canada,Saskatchewan,Regina,S1J 3C5,Female,Bachelor,62497,Divorced,Nova,7179.23,Standard,2018,11,2017,8
356561,Canada,Yukon,Whitehorse,Y2K 6R0,Female,Bachelor,105977,Married,Nova,7180.27,Standard,2016,8,2020,1
245929,Canada,Quebec,Hull,J8Y 3Z5,Male,College,45167,Single,Nova,7180.28,Standard,2015,2,2017,3
932249,Canada,Ontario,Ottawa,K1G 4Z0,Male,High School or Below,88192,Single,Nova,7183.07,Standard,2012,11,2016,3
264308,Canada,Quebec,Montreal,H2T 2J6,Female,Bachelor,143605,Single,Nova,7185.67,Standard,2015,2,2016,3
320414,Canada,British Columbia,Victoria,V10 6T5,Female,Bachelor,130869,Single,Nova,7185.67,Standard,2017,12,2019,5
395639,Canada,Quebec,Quebec City,G1B 3L5,Male,High School or Below,127641,Married,Nova,7188.29,Standard,2015,7,2019,8
589745,Canada,Newfoundland,St. John's,A1C 6H9,Female,High School or Below,62659,Married,Nova,7188.29,Standard,2013,1,2018,2
986018,Canada,Quebec,Quebec City,G1B 3L5,Female,College,143022,Married,Nova,7188.61,Standard,2014,1,2020,11
369658,Canada,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,54115,Single,Nova,7189.11,Standard,2013,4,2019,2
262374,Canada,Nova Scotia,Halifax,B3J 9S2,Female,College,81494,Married,Nova,7191.83,Standard,2016,7,2016,8
252782,Canada,Ontario,Sudbury,M5V 1G5,Male,College,114076,Single,Nova,7194.23,Standard,2013,3,2018,4
482711,Canada,Quebec,Montreal,H2T 9K8,Male,Doctor,132546,Married,Nova,7200.57,Standard,2015,10,2020,3
486112,Canada,Ontario,Toronto,M2Z 4K1,Female,College,73140,Married,Nova,7200.66,Standard,2018,1,2019,6
685608,Canada,Ontario,Trenton,K8V 4B2,Male,College,106624,Married,Nova,7200.66,Standard,2016,11,2020,8
663072,Canada,Ontario,Sudbury,M5V 1G5,Male,College,88204,Single,Nova,7209.09,Standard,2013,2,2016,1
743335,Canada,British Columbia,Victoria,V10 6T5,Male,College,97669,Married,Nova,7212.52,Standard,2018,9,2020,1
187710,Canada,Ontario,Toronto,M1R 4K3,Male,College,78543,Single,Nova,7216.1,Standard,2016,9,2018,9
546259,Canada,Ontario,Toronto,P5S 6R4,Male,Bachelor,76937,Married,Nova,7218.02,Standard,2017,3,2020,1
847724,Canada,British Columbia,Vancouver,V6E 3D9,Female,College,100363,Single,Nova,7218.09,Standard,2014,1,2016,1
326724,Canada,Manitoba,Winnipeg,R2C 0M5,Female,Bachelor,125152,Married,Nova,7218.16,Standard,2013,3,2020,6
222425,Canada,British Columbia,Vancouver,V6E 3Z3,Female,Bachelor,101526,Married,Nova,7221.15,Standard,2015,11,2019,12
594626,Canada,Quebec,Hull,J8Y 3Z5,Female,Bachelor,85534,Married,Nova,7221.15,Standard,2014,12,2017,2
466862,Canada,British Columbia,Vancouver,V5R 1W3,Female,College,66892,Married,Nova,7224.24,Standard,2015,2,2017,4
194694,Canada,British Columbia,Vancouver,V1E 4R6,Female,Bachelor,101506,Single,Nova,7227.12,Standard,2014,2,2016,7
456436,Canada,Quebec,Quebec City,G1B 3L5,Female,Bachelor,82177,Single,Nova,7229.33,Standard,2013,9,2020,9
698647,Canada,Ontario,Kingston,M9K 2P4,Male,Bachelor,56877,Single,Nova,7233.54,Standard,2013,3,2020,9
566640,Canada,Ontario,Toronto,M2P 4F6,Female,College,101956,Married,Nova,7236.13,Standard,2016,5,2019,1
453034,Canada,British Columbia,Vancouver,V6E 3D9,Male,College,148019,Married,Nova,7238.5,Standard,2013,5,2019,4
590647,Canada,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,72693,Married,Nova,7243.87,Standard,2013,7,2018,1
684776,Canada,Ontario,Toronto,P2T 6G3,Female,Bachelor,131521,Married,Nova,7243.87,Standard,2014,11,2020,5
346090,Canada,Ontario,Kingston,M9K 2P4,Female,College,56667,Married,Nova,7247.5,Standard,2012,11,2016,2
508934,Canada,Ontario,Toronto,M2M 7K8,Female,Bachelor,59782,Married,Nova,7247.71,Standard,2013,9,2020,8
885888,Canada,Quebec,Tremblant,H5Y 2S9,Male,Bachelor,134231,Married,Nova,7247.74,Standard,2013,2,2018,6
332716,Canada,British Columbia,Dawson Creek,U5I 4F1,Male,College,127369,Single,Nova,7250.03,Standard,2017,5,2018,6
412995,Canada,Ontario,Kingston,M9K 2P4,Female,Bachelor,80778,Married,Nova,7255.14,Standard,2017,3,2020,11
478373,Canada,Saskatchewan,Regina,S6J 3G0,Female,Bachelor,60192,Married,Nova,7255.14,Standard,2014,11,2018,7
649487,Canada,Ontario,Kingston,M9K 2P4,Male,College,116449,Single,Nova,7261.62,Standard,2017,5,2016,1
250422,Canada,British Columbia,Vancouver,V1E 4R6,Male,High School or Below,120707,Married,Nova,7264.8,Standard,2012,8,2017,2
793801,Canada,Ontario,Toronto,M2M 7K8,Male,Bachelor,133924,Single,Nova,7268.74,Standard,2013,4,2017,3
872069,Canada,Manitoba,Winnipeg,R6Y 4T5,Male,Bachelor,147675,Married,Nova,7269.34,Standard,2017,10,2016,3
501217,Canada,British Columbia,Victoria,V10 6T5,Male,Bachelor,108196,Married,Nova,7275.92,Standard,2018,11,2016,4
875473,Canada,Quebec,Hull,J8Y 3Z5,Male,Bachelor,96421,Married,Nova,7275.92,Standard,2018,1,2017,11
275933,Canada,Quebec,Quebec City,G1B 3L5,Female,Bachelor,127451,Single,Nova,7280.3,Standard,2017,11,2017,6
312248,Canada,Newfoundland,St. John's,A1C 6H9,Male,Bachelor,60890,Single,Nova,7280.3,Standard,2012,9,2017,10
923041,Canada,Ontario,Trenton,K8V 4B2,Female,Bachelor,60074,Single,Nova,7282.22,Standard,2013,5,2019,10
592485,Canada,Quebec,Montreal,H4G 3T4,Male,Bachelor,99395,Married,Nova,7282.97,Standard,2012,9,2018,6
940256,Canada,Manitoba,Winnipeg,R6Y 4T5,Male,Bachelor,150262,Married,Nova,7282.97,Standard,2015,1,2018,4
185013,Canada,New Brunswick,Fredericton,E3B 2H2,Female,Bachelor,93882,Divorced,Nova,7284.36,Standard,2015,2,2019,12
127827,Canada,Ontario,Toronto,P2T 6G3,Female,Bachelor,123695,Married,Nova,7284.45,Standard,2013,12,2016,4
566957,Canada,Quebec,Montreal,H2T 2J6,Male,Bachelor,128509,Married,Nova,7285.03,Standard,2015,2,2019,8
570920,Canada,Ontario,Toronto,P2T 6G3,Male,Bachelor,80570,Married,Nova,7285.03,Standard,2015,7,2019,5
693528,Canada,British Columbia,Dawson Creek,U5I 4F1,Female,Bachelor,52940,Married,Nova,7285.03,Standard,2017,12,2019,11
325830,Canada,Ontario,Kingston,M9K 2P4,Male,Doctor,81056,Married,Aurora,5584.96,2018 Promotion,2018,4,2020,8
117725,Canada,British Columbia,Dawson Creek,U5I 4F1,Female,Bachelor,79291,Married,Nova,7286.79,Standard,2013,7,2020,10
345931,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,73984,Married,Nova,7291.6,Standard,2015,12,2017,1
637927,Canada,Quebec,Montreal,H2Y 4R4,Female,College,145986,Married,Nova,7292.91,Standard,2018,9,2019,10
861191,Canada,British Columbia,Vancouver,V6E 3D9,Male,College,110203,Single,Nova,7294.49,Standard,2013,8,2016,3
548883,Canada,British Columbia,Vancouver,V1E 4R6,Male,College,86972,Divorced,Nova,7294.85,Standard,2014,12,2018,4
769891,Canada,Ontario,Toronto,P1J 8T7,Female,College,148981,Divorced,Nova,7294.85,Standard,2012,10,2016,4
926175,Canada,Quebec,Montreal,H2Y 2W2,Female,Bachelor,115896,Married,Nova,7295.33,Standard,2013,10,2020,5
868830,Canada,Ontario,Trenton,K8V 4B2,Female,Doctor,118158,Divorced,Nova,7296.54,Standard,2014,11,2016,1
951353,Canada,Ontario,Toronto,M2M 7K8,Male,Bachelor,70247,Married,Aurora,5600.5,2018 Promotion,2018,3,2018,5
431020,Canada,Quebec,Montreal,H2Y 2W2,Female,College,80108,Divorced,Nova,7304.16,Standard,2013,12,2017,7
444218,Canada,Ontario,Kingston,M9K 2P4,Female,Bachelor,70222,Married,Nova,7304.4,Standard,2018,11,2020,9
693913,Canada,British Columbia,Victoria,V10 6T5,Female,Bachelor,67627,Married,Nova,7305.94,Standard,2016,10,2020,2
895180,Canada,Quebec,Hull,J8Y 3Z5,Female,Bachelor,107034,Married,Nova,7305.94,Standard,2015,11,2016,7
244721,Canada,Ontario,Toronto,M8Y 4K8,Female,Bachelor,54424,Married,Nova,7308.43,Standard,2018,8,2018,10
208329,Canada,Saskatchewan,Regina,S1J 3C5,Male,Bachelor,49240,Divorced,Nova,7317.01,Standard,2012,9,2017,4
490562,Canada,Manitoba,Winnipeg,R3R 3T4,Male,Bachelor,116663,Married,Nova,7319.58,Standard,2017,10,2017,8
859871,Canada,Nova Scotia,Halifax,B3J 9S2,Female,College,49479,Single,Nova,7320.07,Standard,2017,12,2018,9
888131,Canada,Ontario,Toronto,P1J 8T7,Female,Bachelor,93253,Single,Nova,7320.99,Standard,2017,7,2016,3
452282,Canada,British Columbia,Vancouver,V1E 4R6,Male,College,75442,Single,Nova,7324.93,Standard,2014,1,2020,9
868926,Canada,Ontario,Toronto,M8Y 4K8,Female,College,81662,Single,Nova,7324.93,Standard,2017,12,2019,7
484853,Canada,Quebec,Montreal,H2T 2J6,Male,Bachelor,62863,Single,Nova,7325.92,Standard,2013,11,2016,7
620674,Canada,Saskatchewan,Regina,S6J 3G0,Female,Bachelor,50975,Married,Nova,7329.78,Standard,2018,10,2020,6
501165,Canada,Quebec,Montreal,H2T 9K8,Female,College,96923,Single,Nova,7329.83,Standard,2018,9,2020,4
611464,Canada,British Columbia,Whistler,V6T 1Y8,Female,College,145158,Single,Nova,7329.83,Standard,2014,12,2020,3
599925,Canada,Saskatchewan,Regina,S1J 3C5,Female,Bachelor,90666,Married,Nova,7334.52,Standard,2017,7,2019,1
992524,Canada,British Columbia,Victoria,V10 6T5,Male,Bachelor,112364,Divorced,Nova,7334.92,Standard,2014,3,2019,8
212977,Canada,Ontario,Kingston,M9K 2P4,Female,Bachelor,97449,Divorced,Nova,7340.5,Standard,2018,5,2018,1
228673,Canada,Manitoba,Winnipeg,R6Y 4T5,Male,Bachelor,121665,Single,Nova,7341.74,Standard,2012,9,2017,12
413345,Canada,British Columbia,West Vancouver,V6V 8Z3,Female,Bachelor,139217,Single,Nova,7341.79,Standard,2013,4,2017,12
678603,Canada,Quebec,Montreal,H2T 9K8,Female,Bachelor,50389,Single,Nova,7341.79,Standard,2017,9,2018,10
659481,Canada,Ontario,Toronto,M2M 7K8,Female,College,101884,Married,Nova,7341.86,Standard,2017,8,2020,11
909800,Canada,Alberta,Edmonton,T9G 1W3,Female,College,123357,Married,Nova,7341.86,Standard,2017,7,2017,1
173884,Canada,Ontario,Toronto,P2T 6G3,Male,Bachelor,141320,Married,Nova,7344.84,Standard,2018,7,2020,11
893661,Canada,New Brunswick,Moncton,E1A 2A7,Female,Bachelor,128810,Married,Nova,7345.9,Standard,2017,7,2018,8
539854,Canada,Ontario,Toronto,P1W 1K4,Female,Bachelor,107601,Married,Nova,7347.41,Standard,2016,9,2018,9
457695,Canada,British Columbia,Vancouver,V1E 4R6,Female,Bachelor,96380,Married,Nova,7349.33,Standard,2018,11,2019,7
583788,Canada,Ontario,Toronto,P1J 8T7,Female,Bachelor,57496,Married,Nova,7349.33,Standard,2018,10,2016,3
449858,Canada,Ontario,Kingston,M9K 2P4,Male,Bachelor,85368,Divorced,Nova,7350.93,Standard,2013,1,2018,12
595024,Canada,Quebec,Hull,J8Y 3Z5,Male,Bachelor,70968,Married,Nova,7356.01,Standard,2012,8,2019,7
780266,Canada,British Columbia,Victoria,V10 6T5,Female,Bachelor,94687,Married,Nova,7356.38,Standard,2018,6,2020,10
530839,Canada,Nova Scotia,Halifax,B3J 9S2,Male,Bachelor,103997,Married,Nova,7356.56,Standard,2016,6,2020,11
527582,Canada,Ontario,Toronto,M2M 7K8,Female,Bachelor,48541,Divorced,Nova,7366.19,Standard,2012,5,2018,9
645927,Canada,Alberta,Edmonton,T3G 6Y6,Male,Bachelor,61154,Divorced,Nova,7366.19,Standard,2017,9,2017,3
574745,Canada,Quebec,Montreal,H2Y 4R4,Female,Bachelor,82305,Married,Nova,7367.65,Standard,2012,4,2020,8
185808,Canada,Ontario,London,M5B 3E4,Female,Bachelor,73472,Single,Nova,7372.23,Standard,2015,5,2020,5
428526,Canada,Ontario,Toronto,P2T 6G3,Male,College,72662,Married,Nova,7374.08,Standard,2018,11,2017,2
284290,Canada,Ontario,Ottawa,K1F 2R2,Male,College,119684,Single,Nova,7376.8,Standard,2017,1,2016,1
649104,Canada,Ontario,Kingston,M9K 2P4,Male,College,96879,Single,Nova,7378.51,Standard,2015,3,2019,6
400030,Canada,Nova Scotia,Halifax,B3J 9S2,Female,Bachelor,155527,Married,Nova,7380.57,Standard,2013,3,2017,6
862543,Canada,Alberta,Banff,T4V 1D4,Female,Bachelor,113497,Married,Nova,7380.98,Standard,2018,12,2020,8
259219,Canada,British Columbia,Whistler,V6T 1Y8,Male,College,122795,Married,Nova,7388.73,Standard,2017,11,2018,12
148322,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,61521,Married,Nova,7390.9,Standard,2017,11,2018,6
164313,Canada,Ontario,Toronto,P2T 6G3,Female,Bachelor,124205,Married,Nova,7390.9,Standard,2016,11,2016,9
620084,Canada,Ontario,Toronto,M8Y 4K8,Male,Bachelor,63776,Single,Nova,7396.72,Standard,2017,5,2017,1
931238,Canada,British Columbia,Vancouver,V6E 3Z3,Male,Bachelor,119684,Single,Nova,7405.27,Standard,2018,12,2017,10
773012,Canada,Nova Scotia,Halifax,B3C 2M8,Male,Bachelor,105152,Married,Nova,7406.88,Standard,2012,11,2020,4
312455,Canada,British Columbia,West Vancouver,V6V 8Z3,Female,Bachelor,104071,Married,Nova,7408.17,Standard,2015,12,2019,5
575573,Canada,Saskatchewan,Regina,S6J 3G0,Male,Bachelor,135998,Divorced,Nova,7408.84,Standard,2017,1,2016,8
855372,Canada,Ontario,Kingston,M9K 2P4,Female,Bachelor,79249,Divorced,Nova,7408.84,Standard,2015,7,2016,5
729161,Canada,Ontario,Kingston,M9K 2P4,Male,College,84107,Single,Nova,7411.81,Standard,2017,8,2017,12
943668,Canada,Ontario,Toronto,P1W 1K4,Female,Bachelor,50573,Single,Aurora,5623.76,2018 Promotion,2018,4,2016,8
177146,Canada,Quebec,Montreal,H2T 9K8,Female,College,85944,Single,Nova,7413.39,Standard,2013,7,2020,12
596297,Canada,Manitoba,Winnipeg,R6Y 4T5,Male,Bachelor,77610,Married,Nova,7413.42,Standard,2017,11,2016,11
750280,Canada,Quebec,Montreal,H4G 3T4,Male,Bachelor,102271,Divorced,Nova,7423.9,Standard,2012,6,2016,9
967093,Canada,Ontario,Sudbury,M5V 1G5,Male,Bachelor,93628,Married,Nova,7425.27,Standard,2013,7,2017,7
156750,Canada,Newfoundland,St. John's,A1C 6H9,Male,College,65360,Married,Nova,7429.08,Standard,2017,4,2016,1
425620,Canada,British Columbia,West Vancouver,V6V 8Z3,Male,Bachelor,51902,Married,Nova,7431.66,Standard,2018,8,2018,5
979548,Canada,Quebec,Montreal,H2T 2J6,Female,Bachelor,150159,Married,Nova,7431.66,Standard,2014,6,2016,11
424983,Canada,British Columbia,Victoria,V10 6T5,Male,College,142380,Single,Nova,7432.2,Standard,2015,1,2018,2
370517,Canada,Ontario,Toronto,M8Y 4K8,Male,College,57506,Single,Nova,7432.3,Standard,2014,8,2016,9
779573,Canada,Ontario,Toronto,M2M 7K8,Female,Bachelor,66246,Divorced,Nova,7433.82,Standard,2013,2,2016,6
582493,Canada,New Brunswick,Fredericton,E3B 2H2,Male,Bachelor,53616,Married,Nova,7434.25,Standard,2014,9,2019,7
632399,Canada,Quebec,Montreal,H4G 3T4,Female,Bachelor,129548,Married,Nova,7434.25,Standard,2017,4,2017,2
288164,Canada,New Brunswick,Moncton,E1A 2A7,Male,Bachelor,56134,Single,Nova,7434.27,Standard,2018,12,2017,7
144695,Canada,British Columbia,Vancouver,V5R 1W3,Female,Bachelor,72541,Married,Nova,7434.68,Standard,2015,5,2018,2
141043,Canada,Prince Edward Island,Charlottetown,C1A 6E8,Female,College,129258,Single,Nova,7439.98,Standard,2017,6,2018,3
323345,Canada,British Columbia,Vancouver,V6E 3Z3,Male,College,109705,Single,Nova,7439.98,Standard,2014,12,2020,8
804534,Canada,Quebec,Montreal,H2T 9K8,Female,Bachelor,78917,Married,Nova,7440.92,Standard,2016,4,2016,4
866501,Canada,Ontario,London,M5B 3E4,Female,Bachelor,78420,Divorced,Nova,7441,Standard,2018,5,2019,5
782503,Canada,Newfoundland,St. John's,A1C 6H9,Male,Bachelor,55935,Married,Nova,7443.83,Standard,2014,6,2020,2
284889,Canada,Manitoba,Winnipeg,R2C 0M5,Male,College,88336,Single,Nova,7444.94,Standard,2016,1,2018,12
501189,Canada,British Columbia,Vancouver,V6E 3Z3,Male,Bachelor,68364,Divorced,Nova,7446.81,Standard,2012,7,2019,10
144328,Canada,Ontario,Ottawa,K1G 4Z0,Male,College,90491,Single,Nova,7449.86,Standard,2013,2,2020,10
270183,Canada,Quebec,Montreal,H2Y 2W2,Male,College,101254,Single,Nova,7451.49,Standard,2018,7,2017,1
653324,Canada,Manitoba,Winnipeg,R2C 0M5,Male,College,146241,Single,Nova,7451.49,Standard,2018,6,2019,1
846717,Canada,British Columbia,Vancouver,V6E 3Z3,Female,High School or Below,49343,Divorced,Nova,7453,Standard,2012,12,2017,4
594636,Canada,Ontario,Toronto,M8Y 4K8,Male,College,46988,Single,Nova,7457.47,Standard,2018,5,2020,6
621731,Canada,Quebec,Hull,J8Y 3Z5,Male,Bachelor,96335,Married,Nova,7462.93,Standard,2013,4,2017,3
901780,Canada,Nova Scotia,Halifax,B3J 9S2,Male,Bachelor,60392,Married,Nova,7462.93,Standard,2016,7,2017,6
660395,Canada,Nova Scotia,Halifax,B3J 9S2,Male,Bachelor,130833,Married,Nova,7469.56,Standard,2016,7,2020,1
319658,Canada,Saskatchewan,Regina,S6J 3G0,Male,Bachelor,91187,Single,Nova,7472.67,Standard,2017,8,2018,4
305572,Canada,British Columbia,Vancouver,V1E 4R6,Male,Bachelor,122564,Married,Nova,7474.61,Standard,2018,10,2017,4
853037,Canada,Ontario,Toronto,P1J 8T7,Female,Bachelor,100960,Married,Nova,7474.61,Standard,2012,6,2019,1
454145,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,155708,Married,Nova,7477.18,Standard,2017,11,2020,10
138896,Canada,Ontario,Ottawa,K1F 2R2,Female,Bachelor,132228,Married,Nova,7481.83,Standard,2013,3,2019,2
163598,Canada,Ontario,Toronto,M2M 7K8,Male,Bachelor,69011,Married,Nova,7482.49,Standard,2014,9,2016,11
101356,Canada,Ontario,Toronto,M2M 7K8,Male,Bachelor,154970,Married,Nova,7482.64,Standard,2012,11,2016,6
390435,Canada,Ontario,Toronto,M2M 6J7,Female,Bachelor,130575,Divorced,Nova,7484.31,Standard,2017,5,2016,5
836622,Canada,Ontario,Ottawa,K1F 2R2,Female,Bachelor,153969,Single,Nova,7485.36,Standard,2017,3,2016,8
463230,Canada,Yukon,Whitehorse,Y2K 6R0,Male,College,47702,Divorced,Nova,7486.02,Standard,2014,11,2019,11
967693,Canada,Ontario,Kingston,M9K 2P4,Male,College,132213,Divorced,Nova,7486.02,Standard,2013,11,2020,6
820370,Canada,Prince Edward Island,Charlottetown,C1A 6E8,Male,College,151358,Single,Nova,7486.09,Standard,2017,4,2018,6
419953,Canada,Quebec,Montreal,H2Y 2W2,Male,Bachelor,116470,Single,Nova,7486.17,Standard,2015,6,2019,11
790734,Canada,British Columbia,Vancouver,V6E 3D9,Male,College,79388,Single,Nova,7487.74,Standard,2015,7,2017,10
797432,Canada,Ontario,Toronto,M8Y 4K8,Female,Bachelor,93259,Married,Aurora,5811.92,2018 Promotion,2018,2,2017,10
748586,Canada,Manitoba,Winnipeg,R6Y 4T5,Male,Bachelor,82468,Married,Nova,7492.16,Standard,2017,12,2020,5
694757,Canada,British Columbia,Whistler,V6T 1Y8,Male,College,121575,Single,Nova,7495.68,Standard,2014,9,2018,6
741422,Canada,Quebec,Montreal,H2T 9K8,Male,College,91801,Single,Nova,7495.68,Standard,2013,1,2016,12
